 ID        Timestamp_RX        Timestamp_TX  Delay  Jitter
152 1740526363150985678 1740526363150952650  33028   386.0
153 1740526363151985487 1740526363151952719  32768   260.0
154 1740526363152982739 1740526363152952680  30059  2709.0
155 1740526363153986408 1740526363153952781  33627  3568.0
156 1740526363154985084 1740526363154952673  32411  1216.0
157 1740526363155987847 1740526363155952787  35060  2649.0
158 1740526363156982918 1740526363156952582  30336  4724.0
159 1740526363157983112 1740526363157952878  30234   102.0
160 1740526363158986049 1740526363158952681  33368  3134.0
161 1740526363159987808 1740526363159952714  35094  1726.0
162 1740526363161004723 1740526363160952652  52071 16977.0
163 1740526363161983192 1740526363161952916  30276 21795.0
164 1740526363162983920 1740526363162953281  30639   363.0
165 1740526363163994613 1740526363163953487  41126 10487.0
166 1740526363164988603 1740526363164954213  34390  6736.0
167 1740526363165991225 1740526363165953256  37969  3579.0
168 1740526363166990968 1740526363166952791  38177   208.0
169 1740526363167993984 1740526363167952727  41257  3080.0
170 1740526363168991932 1740526363168952839  39093  2164.0
171 1740526363169989145 1740526363169952619  36526  2567.0
172 1740526363170991064 1740526363170952749  38315  1789.0
173 1740526363171991355 1740526363171952740  38615   300.0
174 1740526363172992518 1740526363172952487  40031  1416.0
175 1740526363173990447 1740526363173952897  37550  2481.0
176 1740526363174990848 1740526363174953248  37600    50.0
177 1740526363175994845 1740526363175953138  41707  4107.0
178 1740526363177009922 1740526363176952873  57049 15342.0
179 1740526363177993163 1740526363177953220  39943 17106.0
180 1740526363178990719 1740526363178953190  37529  2414.0
181 1740526363179993169 1740526363179953299  39870  2341.0
182 1740526363181011531 1740526363180953030  58501 18631.0
183 1740526363181993487 1740526363181953464  40023 18478.0
184 1740526363183033834 1740526363182959074  74760 34737.0
185 1740526363184001493 1740526363183956614  44879 29881.0
186 1740526363184991691 1740526363184953209  38482  6397.0
187 1740526363185995332 1740526363185953534  41798  3316.0
188 1740526363186994194 1740526363186953300  40894   904.0
189 1740526363187996952 1740526363187953555  43397  2503.0
190 1740526363188992685 1740526363188953248  39437  3960.0
191 1740526363189991435 1740526363189953320  38115  1322.0
192 1740526363191004899 1740526363190953245  51654 13539.0
193 1740526363191993273 1740526363191953274  39999 11655.0
194 1740526363193022531 1740526363192953174  69357 29358.0
195 1740526363193994099 1740526363193953159  40940 28417.0
196 1740526363195002466 1740526363194954943  47523  6583.0
197 1740526363195995625 1740526363195953038  42587  4936.0
198 1740526363197008879 1740526363196952575  56304 13717.0
199 1740526363197992248 1740526363197952665  39583 16721.0
200 1740526363198989710 1740526363198952896  36814  2769.0
201 1740526363200027381 1740526363199959074  68307 31493.0
202 1740526363201000212 1740526363200953553  46659 21648.0
203 1740526363201993739 1740526363201953718  40021  6638.0
204 1740526363202993625 1740526363202953112  40513   492.0
205 1740526363203994700 1740526363203953032  41668  1155.0
206 1740526363205014022 1740526363204953092  60930 19262.0
207 1740526363206016088 1740526363205953818  62270  1340.0
208 1740526363207003723 1740526363206953441  50282 11988.0
209 1740526363208023396 1740526363207955216  68180 17898.0
210 1740526363209007010 1740526363208953139  53871 14309.0
211 1740526363209993890 1740526363209953329  40561 13310.0
212 1740526363210995896 1740526363210953251  42645  2084.0
213 1740526363211994818 1740526363211953123  41695   950.0
214 1740526363212995079 1740526363212953033  42046   351.0
215 1740526363213991873 1740526363213953021  38852  3194.0
216 1740526363214989637 1740526363214953072  36565  2287.0
217 1740526363215993795 1740526363215952970  40825  4260.0
218 1740526363216992255 1740526363216952835  39420  1405.0
219 1740526363217993694 1740526363217953120  40574  1154.0
220 1740526363218990910 1740526363218953103  37807  2767.0
221 1740526363219992230 1740526363219953476  38754   947.0
222 1740526363221010540 1740526363220952899  57641 18887.0
223 1740526363221994535 1740526363221952900  41635 16006.0
224 1740526363222994451 1740526363222952849  41602    33.0
225 1740526363223996811 1740526363223953343  43468  1866.0
226 1740526363224994379 1740526363224952935  41444  2024.0
227 1740526363226001075 1740526363225953862  47213  5769.0
228 1740526363226995423 1740526363226953033  42390  4823.0
229 1740526363227996947 1740526363227953313  43634  1244.0
230 1740526363228995986 1740526363228953150  42836   798.0
231 1740526363229992926 1740526363229953396  39530  3306.0
232 1740526363231007860 1740526363230953303  54557 15027.0
233 1740526363231995102 1740526363231952843  42259 12298.0
234 1740526363233011376 1740526363232953100  58276 16017.0
235 1740526363233991223 1740526363233952918  38305 19971.0
236 1740526363234989738 1740526363234952959  36779  1526.0
237 1740526363235996634 1740526363235953397  43237  6458.0
238 1740526363237012042 1740526363236953332  58710 15473.0
239 1740526363237993250 1740526363237952933  40317 18393.0
240 1740526363238989278 1740526363238952532  36746  3571.0
241 1740526363239994246 1740526363239952645  41601  4855.0
242 1740526363241010064 1740526363240952995  57069 15468.0
243 1740526363241996670 1740526363241953829  42841 14228.0
244 1740526363243004520 1740526363242962707  41813  1028.0
245 1740526363244005308 1740526363243954903  50405  8592.0
246 1740526363244995467 1740526363244953184  42283  8122.0
247 1740526363245991365 1740526363245953064  38301  3982.0
248 1740526363246992652 1740526363246952913  39739  1438.0
249 1740526363247993165 1740526363247952811  40354   615.0
250 1740526363249001977 1740526363248953763  48214  7860.0
251 1740526363249996413 1740526363249953144  43269  4945.0
252 1740526363250992398 1740526363250953312  39086  4183.0
253 1740526363251990626 1740526363251953052  37574  1512.0
254 1740526363253012652 1740526363252953403  59249 21675.0
255 1740526363253992335 1740526363253953028  39307 19942.0
256 1740526363255031968 1740526363254952886  79082 39775.0
257 1740526363255994668 1740526363255952833  41835 37247.0
258 1740526363256992209 1740526363256953190  39019  2816.0
259 1740526363257990561 1740526363257953068  37493  1526.0
260 1740526363258994000 1740526363258953036  40964  3471.0
261 1740526363259993946 1740526363259953098  40848   116.0
262 1740526363260998762 1740526363260954354  44408  3560.0
263 1740526363261995345 1740526363261953453  41892  2516.0
264 1740526363262990502 1740526363262952953  37549  4343.0
265 1740526363263992200 1740526363263952969  39231  1682.0
266 1740526363264992639 1740526363264953134  39505   274.0
267 1740526363265992755 1740526363265953010  39745   240.0
268 1740526363266990477 1740526363266952943  37534  2211.0
269 1740526363267990305 1740526363267952954  37351   183.0
270 1740526363268993878 1740526363268952991  40887  3536.0
271 1740526363269991022 1740526363269952903  38119  2768.0
272 1740526363270992897 1740526363270952912  39985  1866.0
273 1740526363271991863 1740526363271952877  38986   999.0
274 1740526363273007461 1740526363272953029  54432 15446.0
275 1740526363273992217 1740526363273953041  39176 15256.0
276 1740526363274990624 1740526363274952670  37954  1222.0
277 1740526363275994291 1740526363275953343  40948  2994.0
278 1740526363277009865 1740526363276953182  56683 15735.0
279 1740526363277992270 1740526363277953208  39062 17621.0
280 1740526363278993925 1740526363278952938  40987  1925.0
281 1740526363279992634 1740526363279952896  39738  1249.0
282 1740526363281050619 1740526363280977563  73056 33318.0
283 1740526363281995730 1740526363281954375  41355 31701.0
284 1740526363282994257 1740526363282953009  41248   107.0
285 1740526363283989997 1740526363283952551  37446  3802.0
286 1740526363285009604 1740526363284952848  56756 19310.0
287 1740526363285990657 1740526363285952984  37673 19083.0
288 1740526363286989160 1740526363286952849  36311  1362.0
289 1740526363287992737 1740526363287952817  39920  3609.0
290 1740526363289007169 1740526363288952757  54412 14492.0
291 1740526363289991867 1740526363289952881  38986 15426.0
292 1740526363290990424 1740526363290952814  37610  1376.0
293 1740526363291991660 1740526363291952698  38962  1352.0
294 1740526363293006608 1740526363292952600  54008 15046.0
295 1740526363293989180 1740526363293952773  36407 17601.0
296 1740526363294992208 1740526363294952785  39423  3016.0
297 1740526363295991148 1740526363295952796  38352  1071.0
298 1740526363296998418 1740526363296953360  45058  6706.0
299 1740526363297995580 1740526363297953802  41778  3280.0
300 1740526363298989178 1740526363298952719  36459  5319.0
301 1740526363299991645 1740526363299952568  39077  2618.0
302 1740526363301008939 1740526363300952660  56279 17202.0
303 1740526363301991882 1740526363301952677  39205 17074.0
304 1740526363302989042 1740526363302952453  36589  2616.0
305 1740526363303989158 1740526363303952871  36287   302.0
306 1740526363305010074 1740526363304952544  57530 21243.0
307 1740526363305990722 1740526363305952682  38040 19490.0
308 1740526363306991777 1740526363306952862  38915   875.0
309 1740526363307989738 1740526363307952744  36994  1921.0
310 1740526363308988992 1740526363308952589  36403   591.0
311 1740526363309992978 1740526363309952816  40162  3759.0
312 1740526363310991809 1740526363310952701  39108  1054.0
313 1740526363311991037 1740526363311952646  38391   717.0
314 1740526363312989345 1740526363312952688  36657  1734.0
315 1740526363313992312 1740526363313952785  39527  2870.0
316 1740526363314991614 1740526363314952794  38820   707.0
317 1740526363315993671 1740526363315953198  40473  1653.0
318 1740526363316992133 1740526363316952782  39351  1122.0
319 1740526363317989470 1740526363317952593  36877  2474.0
320 1740526363318992854 1740526363318952667  40187  3310.0
321 1740526363319992241 1740526363319952805  39436   751.0
322 1740526363320991727 1740526363320952721  39006   430.0
323 1740526363321989055 1740526363321952815  36240  2766.0
324 1740526363322990020 1740526363322952701  37319  1079.0
325 1740526363323993149 1740526363323952732  40417  3098.0
326 1740526363324991428 1740526363324952790  38638  1779.0
327 1740526363325993606 1740526363325952816  40790  2152.0
328 1740526363326996839 1740526363326953803  43036  2246.0
329 1740526363327994328 1740526363327953399  40929  2107.0
330 1740526363328992657 1740526363328953043  39614  1315.0
331 1740526363329990327 1740526363329953240  37087  2527.0
332 1740526363330995646 1740526363330953228  42418  5331.0
333 1740526363332015337 1740526363331956631  58706 16288.0
334 1740526363332994010 1740526363332953372  40638 18068.0
335 1740526363333991116 1740526363333953171  37945  2693.0
336 1740526363334989138 1740526363334952730  36408  1537.0
337 1740526363335992433 1740526363335952757  39676  3268.0
338 1740526363336990773 1740526363336952587  38186  1490.0
339 1740526363337991814 1740526363337952757  39057   871.0
340 1740526363338989025 1740526363338952691  36334  2723.0
341 1740526363339989876 1740526363339952732  37144   810.0
342 1740526363340992057 1740526363340952687  39370  2226.0
343 1740526363341990389 1740526363341952730  37659  1711.0
344 1740526363342991500 1740526363342952686  38814  1155.0
345 1740526363343989667 1740526363343952707  36960  1854.0
346 1740526363344989264 1740526363344952613  36651   309.0
347 1740526363345991328 1740526363345952735  38593  1942.0
348 1740526363346989805 1740526363346952711  37094  1499.0
349 1740526363347993761 1740526363347952744  41017  3923.0
350 1740526363349072446 1740526363348992102  80344 39327.0
351 1740526363349994531 1740526363349954474  40057 40287.0
352 1740526363350993331 1740526363350952934  40397   340.0
353 1740526363351993981 1740526363351953105  40876   479.0
354 1740526363353012310 1740526363352952845  59465 18589.0
355 1740526363353989392 1740526363353952815  36577 22888.0
356 1740526363354989042 1740526363354952798  36244   333.0
357 1740526363355993700 1740526363355952787  40913  4669.0
358 1740526363356991645 1740526363356952721  38924  1989.0
359 1740526363357996111 1740526363357953573  42538  3614.0
360 1740526363358989577 1740526363358952798  36779  5759.0
361 1740526363359992790 1740526363359952626  40164  3385.0
362 1740526363361008795 1740526363360952668  56127 15963.0
363 1740526363361988541 1740526363361952655  35886 20241.0
364 1740526363362991803 1740526363362952714  39089  3203.0
365 1740526363363991513 1740526363363952681  38832   257.0
366 1740526363365007500 1740526363364952608  54892 16060.0
367 1740526363365992938 1740526363365952823  40115 14777.0
368 1740526363366991519 1740526363366952690  38829  1286.0
369 1740526363367994563 1740526363367952772  41791  2962.0
370 1740526363368994162 1740526363368953046  41116   675.0
371 1740526363369992318 1740526363369952821  39497  1619.0
372 1740526363370993053 1740526363370952667  40386   889.0
373 1740526363371994062 1740526363371952838  41224   838.0
374 1740526363372996721 1740526363372953114  43607  2383.0
375 1740526363373992912 1740526363373952830  40082  3525.0
376 1740526363375000120 1740526363374954371  45749  5667.0
377 1740526363375994350 1740526363375952780  41570  4179.0
378 1740526363376995792 1740526363376953144  42648  1078.0
379 1740526363377993085 1740526363377952920  40165  2483.0
380 1740526363378994263 1740526363378952963  41300  1135.0
381 1740526363379994687 1740526363379952898  41789   489.0
382 1740526363380994483 1740526363380953313  41170   619.0
383 1740526363381992386 1740526363381952741  39645  1525.0
384 1740526363382994676 1740526363382952699  41977  2332.0
385 1740526363383993865 1740526363383952670  41195   782.0
386 1740526363384992175 1740526363384952660  39515  1680.0
387 1740526363386011956 1740526363385952936  59020 19505.0
388 1740526363386994617 1740526363386952829  41788 17232.0
389 1740526363387993627 1740526363387952781  40846   942.0
390 1740526363389010276 1740526363388953027  57249 16403.0
391 1740526363389992020 1740526363389952744  39276 17973.0
392 1740526363390992474 1740526363390952854  39620   344.0
393 1740526363391993485 1740526363391952727  40758  1138.0
394 1740526363393010525 1740526363392952700  57825 17067.0
395 1740526363393989504 1740526363393952742  36762 21063.0
396 1740526363394989336 1740526363394952741  36595   167.0
397 1740526363395994606 1740526363395952901  41705  5110.0
398 1740526363396993025 1740526363396952770  40255  1450.0
399 1740526363397995244 1740526363397953219  42025  1770.0
400 1740526363398992613 1740526363398953211  39402  2623.0
401 1740526363399993832 1740526363399953030  40802  1400.0
402 1740526363400995122 1740526363400953086  42036  1234.0
403 1740526363401991411 1740526363401952802  38609  3427.0
404 1740526363402993693 1740526363402952681  41012  2403.0
405 1740526363403990607 1740526363403952640  37967  3045.0
406 1740526363405007039 1740526363404952697  54342 16375.0
407 1740526363405992949 1740526363405952875  40074 14268.0
408 1740526363406992753 1740526363406953068  39685   389.0
409 1740526363407995143 1740526363407952893  42250  2565.0
410 1740526363409009948 1740526363408953010  56938 14688.0
411 1740526363409990515 1740526363409953046  37469 19469.0
412 1740526363410992497 1740526363410952781  39716  2247.0
413 1740526363411992280 1740526363411952713  39567   149.0
414 1740526363413010687 1740526363412952639  58048 18481.0
415 1740526363413989610 1740526363413952883  36727 21321.0
416 1740526363414988835 1740526363414952710  36125   602.0
417 1740526363415993249 1740526363415952785  40464  4339.0
418 1740526363416990093 1740526363416952512  37581  2883.0
419 1740526363417992325 1740526363417952882  39443  1862.0
420 1740526363418991033 1740526363418952791  38242  1201.0
421 1740526363419993795 1740526363419952823  40972  2730.0
422 1740526363420994222 1740526363420953873  40349   623.0
423 1740526363422008928 1740526363421955585  53343 12994.0
424 1740526363422990629 1740526363422952710  37919 15424.0
425 1740526363423990569 1740526363423952633  37936    17.0
426 1740526363425011075 1740526363424953008  58067 20131.0
427 1740526363425989564 1740526363425952685  36879 21188.0
428 1740526363426991062 1740526363426952581  38481  1602.0
429 1740526363428011679 1740526363427952800  58879 20398.0
430 1740526363429007037 1740526363428952584  54453  4426.0
431 1740526363429985323 1740526363429952848  32475 21978.0
432 1740526363430983670 1740526363430952705  30965  1510.0
433 1740526363431989093 1740526363431952736  36357  5392.0
434 1740526363433003386 1740526363432952741  50645 14288.0
435 1740526363433982309 1740526363433952874  29435 21210.0
436 1740526363434986062 1740526363434952749  33313  3878.0
437 1740526363435987590 1740526363435952712  34878  1565.0
438 1740526363436986568 1740526363436953048  33520  1358.0
439 1740526363437982437 1740526363437952678  29759  3761.0
440 1740526363438981857 1740526363438952707  29150   609.0
441 1740526363439987447 1740526363439952680  34767  5617.0
442 1740526363440985797 1740526363440952842  32955  1812.0
443 1740526363441992177 1740526363441954269  37908  4953.0
444 1740526363442983251 1740526363442952939  30312  7596.0
445 1740526363443988492 1740526363443952709  35783  5471.0
446 1740526363445003439 1740526363444953326  50113 14330.0
447 1740526363445982342 1740526363445952849  29493 20620.0
448 1740526363446990461 1740526363446952816  37645  8152.0
449 1740526363447989517 1740526363447952981  36536  1109.0
450 1740526363448988551 1740526363448952947  35604   932.0
451 1740526363449986450 1740526363449953045  33405  2199.0
452 1740526363450984833 1740526363450953253  31580  1825.0
453 1740526363451990591 1740526363451953477  37114  5534.0
454 1740526363452986830 1740526363452953254  33576  3538.0
455 1740526363453987563 1740526363453953171  34392   816.0
456 1740526363454988962 1740526363454953792  35170   778.0
457 1740526363455984533 1740526363455952707  31826  3344.0
458 1740526363456986409 1740526363456952563  33846  2020.0
459 1740526363457985047 1740526363457952834  32213  1633.0
460 1740526363458985595 1740526363458952721  32874   661.0
461 1740526363459984498 1740526363459952729  31769  1105.0
462 1740526363461000107 1740526363460952806  47301 15532.0
463 1740526363461985740 1740526363461952712  33028 14273.0
464 1740526363462985058 1740526363462952752  32306   722.0
465 1740526363463989250 1740526363463952669  36581  4275.0
466 1740526363465000619 1740526363464952830  47789 11208.0
467 1740526363465984078 1740526363465953183  30895 16894.0
468 1740526363466986317 1740526363466952771  33546  2651.0
469 1740526363467992827 1740526363467953954  38873  5327.0
470 1740526363468990660 1740526363468953743  36917  1956.0
471 1740526363469982914 1740526363469952783  30131  6786.0
472 1740526363470985993 1740526363470952822  33171  3040.0
473 1740526363471986800 1740526363471952894  33906   735.0
474 1740526363472987014 1740526363472952869  34145   239.0
475 1740526363473982974 1740526363473952589  30385  3760.0
476 1740526363474981571 1740526363474952467  29104  1281.0
477 1740526363475986848 1740526363475952494  34354  5250.0
478 1740526363477002585 1740526363476952739  49846 15492.0
479 1740526363477986094 1740526363477952830  33264 16582.0
480 1740526363478987936 1740526363478953654  34282  1018.0
481 1740526363479987271 1740526363479952682  34589   307.0
482 1740526363481002664 1740526363480952480  50184 15595.0
483 1740526363481982855 1740526363481952910  29945 20239.0
484 1740526363482987220 1740526363482952450  34770  4825.0
485 1740526363483988080 1740526363483952983  35097   327.0
486 1740526363485004671 1740526363484953060  51611 16514.0
487 1740526363485982504 1740526363485952805  29699 21912.0
488 1740526363486982266 1740526363486952710  29556   143.0
489 1740526363487988433 1740526363487952840  35593  6037.0
490 1740526363489002211 1740526363488952995  49216 13623.0
491 1740526363489986429 1740526363489952778  33651 15565.0
492 1740526363490981763 1740526363490952339  29424  4227.0
493 1740526363491983560 1740526363491952558  31002  1578.0
494 1740526363493003482 1740526363492952663  50819 19817.0
495 1740526363493985027 1740526363493952701  32326 18493.0
496 1740526363494984582 1740526363494952443  32139   187.0
497 1740526363495984086 1740526363495952420  31666   473.0
498 1740526363497000103 1740526363496969779  30324  1342.0
499 1740526363497985889 1740526363497952745  33144  2820.0
500 1740526363498983163 1740526363498952408  30755  2389.0
501 1740526363499986627 1740526363499952431  34196  3441.0
502 1740526363500999351 1740526363500952456  46895 12699.0
503 1740526363501981393 1740526363501952740  28653 18242.0
504 1740526363503002285 1740526363502952330  49955 21302.0
505 1740526363503986889 1740526363503952645  34244 15711.0
506 1740526363505002264 1740526363504952450  49814 15570.0
507 1740526363505981981 1740526363505952656  29325 20489.0
508 1740526363506981570 1740526363506952451  29119   206.0
509 1740526363507986808 1740526363507952464  34344  5225.0
510 1740526363509000774 1740526363508953028  47746 13402.0
511 1740526363509985681 1740526363509952826  32855 14891.0
512 1740526363510999615 1740526363510952468  47147 14292.0
513 1740526363511993292 1740526363511952397  40895  6252.0
514 1740526363512989376 1740526363512952355  37021  3874.0
515 1740526363513988290 1740526363513952490  35800  1221.0
516 1740526363514999548 1740526363514952406  47142 11342.0
517 1740526363515992062 1740526363515952439  39623  7519.0
518 1740526363516991565 1740526363516952770  38795   828.0
519 1740526363517988785 1740526363517952529  36256  2539.0
520 1740526363518990942 1740526363518952454  38488  2232.0
521 1740526363519990230 1740526363519952552  37678   810.0
522 1740526363521108602 1740526363521027770  80832 43154.0
523 1740526363521998119 1740526363521954185  43934 36898.0
524 1740526363522994864 1740526363522953377  41487  2447.0
525 1740526363523994753 1740526363523952551  42202   715.0
526 1740526363524989815 1740526363524952372  37443  4759.0
527 1740526363525992530 1740526363525952441  40089  2646.0
528 1740526363526993152 1740526363526952602  40550   461.0
529 1740526363527994259 1740526363527952487  41772  1222.0
530 1740526363529016050 1740526363528952498  63552 21780.0
531 1740526363530008641 1740526363529952889  55752  7800.0
532 1740526363530997802 1740526363530952493  45309 10443.0
533 1740526363531992059 1740526363531952525  39534  5775.0
534 1740526363533008737 1740526363532952549  56188 16654.0
535 1740526363533989372 1740526363533952862  36510 19678.0
536 1740526363534987469 1740526363534952422  35047  1463.0
537 1740526363535988407 1740526363535952522  35885   838.0
538 1740526363537006161 1740526363536952384  53777 17892.0
539 1740526363537987920 1740526363537952669  35251 18526.0
540 1740526363538993413 1740526363538952660  40753  5502.0
541 1740526363539993766 1740526363539952514  41252   499.0
542 1740526363540990280 1740526363540952658  37622  3630.0
543 1740526363541991756 1740526363541952709  39047  1425.0
544 1740526363542987721 1740526363542952307  35414  3633.0
545 1740526363543990399 1740526363543952433  37966  2552.0
546 1740526363544988591 1740526363544952636  35955  2011.0
